x1	x2	y
3.2037248006556864	7.6089425527846295	0.0
2.736109866372724	9.284220693263373	0.0
3.0738217170386295	8.343238545555868	0.0
3.0818347365628194	8.398814346209107	0.0
2.2692532426016436	7.357056959000737	0.0
3.4142680664759406	8.147427517403333	0.0
3.578852059171295	8.226269577629008	0.0
3.2549529302792335	8.442535004445611	0.0
2.339658266129945	7.412156583524902	0.0
3.631844552464181	8.002313416961508	0.0
2.9600761809164857	8.72620208934837	0.0
2.3583793018853334	7.93776770471108	0.0
4.27833723086866	8.151374015536712	0.0
2.3111068282053395	7.776032953743628	0.0
3.2202074028572336	8.071604097462302	0.0
2.6017228133846375	7.273307255251055	0.0
2.1227119640471717	8.317410916216254	0.0
3.721530308031425	8.127100600237315	0.0
1.1642076815258346	7.844022545285873	0.0
4.251555426608357	7.423913740935449	0.0
2.975403133927994	8.201565413977805	0.0
2.3366180512533954	9.06899399352799	0.0
3.245832874596523	7.619183826987342	0.0
3.5175406663319553	7.093157423034542	0.0
3.179065139379646	7.474406498586906	0.0
2.81856799619523	8.307525208904034	0.0
2.5980019798195735	7.650170823608358	0.0
2.7151570810419527	8.98612168900255	0.0
3.4594500629644016	8.134544119477823	0.0
3.1177701866467915	8.410106185375042	0.0
3.3975168680231986	7.630627144702792	0.0
2.7370624789056412	8.343189162733566	0.0
1.9868717021723548	7.527840676804885	0.0
3.3259140423046016	9.239033748287627	0.0
3.4509784859802055	7.432628300444276	0.0
3.5765931223405105	7.238940462124778	0.0
2.4952579297721247	7.46292984950641	0.0
2.976472436343386	9.33852875927248	0.0
2.4947255802560493	8.56197615806266	0.0
3.362928305743629	7.779906140397267	0.0
1.6711873635969998	7.637402606305398	0.0
3.373122878299498	7.712665032957951	0.0
3.1403083705492114	8.396236293962588	0.0
3.109037743649626	7.78004030879542	0.0
2.879075606326021	8.388915373892939	0.0
3.365206760462533	8.527504665373097	0.0
2.6077365023780112	7.841805219231104	0.0
2.822629377210264	7.4472194978406785	0.0
3.1705699600403596	8.43493006768545	0.0
2.8406920417655557	7.578723314991309	0.0
8.796904897399864	2.7060414889770446	0.0
8.615008073143343	2.844408540313164	0.0
8.296826113973882	3.4619702335185596	0.0
8.748796619715234	1.2796184569869993	0.0
7.485654447763671	1.5867257469292444	0.0
8.720841200004864	2.354056657409624	0.0
8.402408754684863	2.4926471019023766	0.0
8.33446219367537	2.7578578675515755	0.0
8.51993894919938	3.6037416067959778	0.0
8.536074950334237	2.8164753508872953	0.0
9.736195161168496	2.5346170934289867	0.0
7.948589684987995	3.5870064956804835	0.0
8.25386780392231	2.155448369390384	0.0
8.913328702319802	2.634247257835394	0.0
9.169288848258931	2.952958188387138	0.0
9.065740484758177	1.4642112832528118	0.0
8.337572272952604	2.0784991929828447	0.0
8.739670017036607	3.355047641105183	0.0
8.348425584623701	2.200178381434527	0.0
8.463948613628608	2.2309639051642467	0.0
7.816088733550139	2.014804257968495	0.0
9.050710955104567	3.4434615176608374	0.0
8.248156177188516	2.5470047534617026	0.0
8.433186094518184	1.3421359209928396	0.0
7.777550827111858	2.4996531265656743	0.0
8.41884906293061	2.279461605853152	0.0
8.74473427218422	2.047739549531157	0.0
9.109984418738952	2.2840445752526817	0.0
8.225797127191774	1.9399145878630895	0.0
8.545203112233857	2.019707782282645	0.0
9.41567911652763	2.7303674826396915	0.0
8.041470686244303	2.8035191360066722	0.0
8.746325874131838	2.9029922014975984	0.0
8.975987011741436	2.923810340004789	0.0
8.048508581576396	2.519167751650813	0.0
8.51954691168357	3.026993521415317	0.0
9.142602270301044	3.1271779972535283	0.0
8.297245981105043	2.377686606629017	0.0
8.314858187251348	1.846716244780122	0.0
8.40542566146883	1.8596653761240232	0.0
8.508014252247758	2.7903351882804266	0.0
8.584538096832585	3.39047376009897	0.0
9.115092785860515	2.8843199164144333	0.0
8.38259365305457	2.2120168590090596	0.0
8.54554504877531	3.139563871845117	0.0
8.411792643687283	2.8113247863469972	0.0
8.784555245094968	2.5300753387717614	0.0
9.854936169824422	2.7763982524834643	0.0
8.882191689849908	1.912808393628202	0.0
8.77916866444972	2.861959319871552	0.0
3.3325985884306895	4.606899595708747	0.0
3.7654970336592744	4.733451646906879	0.0
3.335447888183326	4.169958095797084	0.0
4.059320167861901	3.308344308041944	0.0
4.084337161679573	4.087145541480045	0.0
4.3702814388708235	4.096020936566633	0.0
3.9526668389455955	4.346611205490158	0.0
2.4241473943112934	4.76888741075399	0.0
4.788335433642944	4.263025552599889	0.0
5.022220659257583	4.565506263655149	0.0
3.5065763576261233	5.245100510986968	0.0
4.150192786266543	4.418553499816369	0.0
3.7173906989119736	4.955711969928865	0.0
3.396374969274266	4.22310585902931	0.0
4.786349783597064	3.5009519440025	0.0
4.981837910385383	5.0355457324576385	0.0
2.1708776882724248	4.99383389141398	0.0
3.7290177814641194	4.118331412450549	0.0
2.83104639235568	4.259116773560026	0.0
4.127078956422542	4.251638939195471	0.0
2.4615558949352323	4.715192403236889	0.0
4.093522638266591	4.597635074719883	0.0
2.69494142941773	5.283639801383906	0.0
3.350236251093103	4.176048847292639	0.0
4.897395703115746	4.6864126064527865	0.0
3.4247860882671213	3.9507090305267027	0.0
3.1792355612454464	4.927020585598826	0.0
3.164456302876187	4.655645907389549	0.0
3.763501247036453	4.9434045554642925	0.0
3.7005894769664986	4.126895633782265	0.0
3.7161466014351525	3.772841954566218	0.0
3.8238154996816642	4.479031187187218	0.0
2.246686198206246	4.880211551933521	0.0
3.5359513393587276	5.026087368880927	0.0
3.806945987188016	4.451775149449032	0.0
3.527323383948598	4.851889206161079	0.0
3.883028557318998	4.198877164620474	0.0
3.888269780994516	4.883154234292276	0.0
3.309741754195958	4.344609801542047	0.0
4.617099957223345	5.77593377648651	0.0
3.2529530417029076	4.692605573544399	0.0
3.604726370858498	3.9968109557082707	0.0
2.557932964932958	5.183823988304832	0.0
3.2630154148119566	4.0625543915879785	0.0
3.963515687099967	3.4848645916276837	0.0
3.412743160009832	5.244191913271881	0.0
4.252099894782568	3.8699901525597666	0.0
3.5711100601421153	4.797048847871043	0.0
3.9478692322408966	3.7168116676273213	0.0
3.8049105813819417	4.2877832991390425	0.0
6.6872039790074265	0.9893899233999216	0.0
7.443915548855812	0.43689246764696255	0.0
5.304287943783986	0.9998951075727459	0.0
6.4962790612628325	1.2420565910945545	0.0
1.9727325505430313	1.2493906551047318	0.0
5.53711651913555	0.9105347689069628	0.0
5.083154804766545	2.055651750344877	0.0
